Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.F7,EQ.F3,EQ.FC5,EQ.T7,EQ.P7,EQ.O1,EQ.O2,EQ.P8,EQ.T8,EQ.FC6,EQ.F4,EQ.F8,EQ.AF4,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ
1694546255,1694546255,45,0,4310.769043,4312.436035,4306.666504,4332.820313,4313.974121,4317.307617,4310.769043,4329.102539,4328.205078,4292.307617,4446.410156,4467.436035,4353.717773,4302.179688,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,46,0,4310.512695,4310.897461,4307.307617,4326.666504,4308.077148,4318.077148,4309.230957,4322.05127,4322.179688,4292.05127,4462.179688,4466.153809,4363.461426,4307.563965,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,47,0,4301.922852,4307.307617,4308.846191,4325.0,4313.717773,4320.128418,4315.0,4333.717773,4331.922852,4300.384766,4472.05127,4473.589844,4364.230957,4309.871582,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,48,0,4299.743652,4306.794922,4306.666504,4324.615234,4312.820313,4323.717773,4321.794922,4338.717773,4335.128418,4309.358887,4467.307617,4472.820313,4351.666504,4300.0,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,12.0,0.0,0.690412,-0.499817,-0.478882,-0.210205,0.866317,-0.466854,-0.034672,-10.662284,-54.394871,5.864255
1694546255,1694546255,49,0,4305.769043,4308.846191,4303.974121,4327.692383,4307.692383,4326.538574,4326.538574,4331.410156,4327.307617,4297.307617,4457.307617,4459.487305,4344.871582,4292.179688,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,50,0,4306.282227,4311.025879,4302.692383,4330.0,4316.282227,4321.153809,4323.333496,4334.615234,4332.307617,4291.282227,4467.820313,4458.205078,4334.487305,4295.641113,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,1.0,100.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,
1694546255,1694546255,51,0,4309.102539,4314.230957,4308.589844,4329.615234,4324.358887,4314.871582,4322.307617,4344.230957,4344.230957,4306.025879,4506.794922,4472.179688,4305.256348,4302.563965,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,52,0,4313.717773,4313.846191,4312.692383,4329.358887,4317.307617,4313.077148,4322.436035,4339.743652,4337.563965,4311.538574,4530.384766,4479.743652,4285.256348,4308.846191,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,13.0,0.0,0.690234,-0.500122,-0.478821,-0.210205,0.867782,-0.475156,-0.025882,-10.662723,-54.188717,5.711163
1694546255,1694546255,53,0,4310.128418,4310.512695,4309.871582,4329.487305,4311.666504,4311.025879,4315.0,4329.230957,4326.794922,4307.436035,4515.512695,4472.05127,4291.410156,4308.589844,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,54,0,4303.589844,4310.512695,4304.230957,4325.384766,4314.230957,4309.871582,4310.897461,4326.153809,4326.025879,4310.128418,4493.333496,4457.179688,4290.512695,4298.717773,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,55,0,4303.461426,4314.230957,4298.461426,4325.384766,4312.436035,4309.871582,4311.410156,4327.179688,4326.538574,4307.436035,4490.384766,4456.922852,4280.384766,4298.461426,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,56,0,4308.589844,4317.692383,4300.512695,4333.333496,4309.615234,4307.179688,4310.512695,4327.436035,4325.769043,4300.128418,4494.615234,4463.846191,4285.897461,4309.358887,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,14.0,0.0,0.690217,-0.500061,-0.478882,-0.210266,0.884874,-0.474179,-0.01758,-10.54645,-54.236511,5.806714
1694546255,1694546255,57,0,4303.205078,4313.974121,4298.974121,4329.871582,4310.256348,4302.692383,4308.461426,4326.666504,4324.487305,4300.897461,4491.410156,4456.666504,4290.641113,4307.307617,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,58,0,4291.025879,4305.897461,4288.589844,4312.563965,4306.666504,4302.307617,4306.794922,4325.128418,4324.487305,4301.666504,4486.538574,4447.563965,4285.256348,4298.974121,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,59,0,4299.230957,4305.384766,4295.897461,4312.05127,4306.282227,4305.384766,4306.922852,4325.769043,4325.512695,4300.897461,4491.794922,4456.666504,4285.641113,4305.769043,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,60,0,4315.769043,4309.743652,4313.461426,4328.589844,4311.282227,4308.974121,4310.512695,4332.05127,4328.461426,4315.897461,4507.563965,4477.563965,4302.05127,4325.0,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,15.0,0.0,0.690311,-0.499756,-0.479065,-0.210266,0.886827,-0.468807,-0.021975,-10.641805,-54.296196,5.742709
1694546255,1694546255,61,0,4313.461426,4313.205078,4310.897461,4329.487305,4310.0,4310.512695,4314.230957,4334.102539,4326.410156,4318.461426,4501.666504,4480.641113,4307.307617,4327.05127,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,62,0,4311.922852,4319.358887,4305.128418,4327.692383,4308.077148,4307.436035,4311.538574,4326.922852,4320.0,4293.717773,4478.717773,4469.871582,4293.205078,4315.512695,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694546255,1694546255,63,0,4325.128418,4326.538574,4315.0,4335.897461,4317.436035,4305.897461,4309.615234,4329.102539,4323.205078,4300.0,4492.179688,4476.794922,4302.94873,4327.436035,0,2,50,,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
