title:Aya نعم, start timestamp:1702803099.804557, stop timestamp:1702803111.079423, headset type:EPOCX, headset serial:E50206EF, headset firmware:720, channels:67, sampling rate:eeg_128;mot_32, samples:1445      , version:2.2, 
,,,,,,,,,,
0.000000,0.711936,0.164734,-0.661194,0.169800,0.990355,0.024417,0.070321,-5.741756,15.120443,98.198761
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711936,0.164673,-0.661194,0.169861,0.988402,0.018069,0.079600,-5.734247,15.108398,98.095551
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711963,0.164551,-0.661133,0.170105,0.991820,0.008302,0.072763,-5.860822,15.014226,98.052658
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711989,0.164246,-0.661133,0.170288,0.998657,0.010743,0.075693,-5.791407,14.979469,98.130730
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712075,0.164185,-0.661072,0.170227,0.987914,0.018069,0.075693,-5.928933,14.881523,98.184319
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711975,0.164124,-0.661194,0.170227,0.987425,0.015627,0.073251,-6.036039,14.943371,98.132553
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711960,0.164063,-0.661194,0.170349,0.984984,0.008790,0.075204,-5.999102,14.865700,98.002632
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712016,0.163940,-0.661133,0.170471,0.996215,0.003907,0.075693,-5.915859,14.762464,97.885704
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712058,0.164001,-0.661072,0.170471,0.986937,0.018557,0.078623,-5.774273,14.886217,98.047134
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712116,0.164124,-0.661011,0.170349,0.993285,0.023440,0.067391,-5.763512,14.947596,98.125755
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712047,0.164368,-0.661072,0.170166,0.979612,0.014650,0.078623,-5.720494,14.886169,98.096512
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712189,0.164551,-0.660889,0.170105,0.988402,0.021487,0.074716,-5.815112,14.997552,98.153526
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712232,0.164612,-0.660828,0.170105,0.981565,0.010743,0.071786,-5.816934,15.181130,98.254845
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712332,0.164551,-0.660767,0.169983,0.984007,0.016115,0.070321,-6.051907,15.246350,98.229355
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712262,0.164551,-0.660889,0.169800,0.983518,0.014162,0.067879,-6.113383,15.238382,98.239754
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712248,0.164673,-0.660889,0.169739,0.991332,0.006837,0.069833,-6.068711,15.264544,98.299110
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712220,0.164795,-0.660889,0.169739,0.984495,0.021487,0.065438,-5.845173,15.288090,98.352531
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712234,0.164917,-0.660828,0.169800,0.992309,0.024417,0.074716,-5.777323,15.392614,98.150612
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712262,0.164978,-0.660767,0.169861,0.993285,0.021487,0.078135,-5.732924,15.336686,98.168884
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712162,0.164856,-0.660889,0.169922,0.986449,0.016604,0.070321,-5.626298,15.219684,98.201996
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712119,0.164734,-0.660950,0.169983,0.990355,0.020999,0.064461,-5.580335,15.281049,98.065132
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712218,0.164490,-0.660889,0.170044,0.980100,0.010743,0.068856,-5.738968,15.152944,98.125282
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712287,0.164246,-0.660828,0.170227,0.989867,0.015139,0.072274,-5.681738,15.020983,98.162758
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712272,0.164185,-0.660828,0.170349,0.989867,0.014650,0.072763,-5.646898,14.918884,98.096481
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712399,0.164063,-0.660706,0.170410,1.000122,0.009278,0.076670,-5.648874,14.760329,97.920166
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712426,0.163818,-0.660706,0.170532,0.990844,0.013185,0.073739,-5.800653,14.850964,97.878151
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712442,0.163818,-0.660767,0.170227,0.995239,0.014162,0.070809,-5.853922,14.849200,97.707001
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712357,0.163879,-0.660828,0.170288,0.973263,0.010255,0.077646,-5.918530,14.830947,97.736298
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712401,0.164063,-0.660767,0.170166,0.995239,0.009767,0.075693,-5.826676,14.781185,97.746002
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712344,0.164246,-0.660767,0.170227,0.992309,0.010743,0.074716,-5.677342,14.636400,97.904739
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712344,0.164246,-0.660767,0.170227,1.002075,0.013185,0.062996,-5.742941,14.572761,97.814262
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712232,0.164185,-0.660950,0.170044,0.988890,0.022952,0.070809,-5.768647,14.532151,97.966171
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712319,0.164368,-0.660889,0.169739,0.993285,0.009767,0.074228,-5.858449,14.645602,97.919556
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712192,0.164551,-0.661011,0.169617,0.993774,0.005860,0.074716,-5.872604,14.847709,97.894264
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712262,0.164551,-0.660889,0.169800,0.990355,-0.004395,0.082530,-5.818677,14.846272,97.888168
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712189,0.164551,-0.660889,0.170105,0.997192,0.016115,0.073739,-5.770143,14.878311,97.932686
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712276,0.164429,-0.660889,0.169861,0.993285,0.009767,0.066903,-5.859795,15.040480,98.006088
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712276,0.164307,-0.660950,0.169739,0.991332,0.028812,0.077158,-5.773816,15.053099,98.038811
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712163,0.164246,-0.661072,0.169800,1.000122,0.021487,0.070321,-5.729767,15.031122,98.018265
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712120,0.164368,-0.661072,0.169861,1.001587,0.013674,0.068368,-5.723457,15.078010,98.149773
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712063,0.164551,-0.661072,0.169922,0.977170,0.008302,0.073251,-5.784445,15.170209,98.251457
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711992,0.164612,-0.661133,0.169922,0.989379,0.015627,0.061531,-5.922667,15.086521,98.292976
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711993,0.164734,-0.661133,0.169800,0.989867,0.008302,0.074228,-5.997067,15.177869,98.247017
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711965,0.164673,-0.661194,0.169739,1.000610,0.007813,0.074228,-5.997360,15.243416,98.222313
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711965,0.164673,-0.661194,0.169739,0.984984,0.011232,0.071298,-5.897624,15.202407,98.266747
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712035,0.164551,-0.661133,0.169800,0.987425,0.016604,0.071786,-6.007862,15.182167,98.290077
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712020,0.164490,-0.661133,0.169922,0.995727,0.018557,0.079600,-6.040409,15.097283,98.377731
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712105,0.164490,-0.661011,0.170044,0.976682,0.005860,0.076670,-6.036368,15.137555,98.306625
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712119,0.164490,-0.661011,0.169983,0.998657,0.007813,0.082530,-6.066065,15.190466,98.225967
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712135,0.164612,-0.661011,0.169800,0.989379,0.018557,0.079111,-5.976125,15.221419,98.253365
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712121,0.164795,-0.661011,0.169678,0.990844,0.008302,0.073739,-5.745179,15.182611,98.344696
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712051,0.164917,-0.661072,0.169617,0.991332,0.023929,0.069344,-5.870661,15.297683,98.443558
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712008,0.164978,-0.661072,0.169739,0.996704,0.013674,0.073251,-5.850262,15.401248,98.399208
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711865,0.164978,-0.661194,0.169861,0.976193,0.019045,0.068368,-5.765235,15.294456,98.309288
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711766,0.164978,-0.661316,0.169800,0.990355,0.013674,0.064949,-5.772045,15.081677,98.395020
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711640,0.164917,-0.661499,0.169678,0.990844,0.011720,0.064461,-5.944841,15.056843,98.255524
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711865,0.164734,-0.661255,0.169861,0.992797,0.012209,0.075693,-6.083690,15.101159,98.196632
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711879,0.164612,-0.661255,0.169922,0.988890,0.008790,0.083506,-5.991988,15.141043,98.143639
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711951,0.164673,-0.661194,0.169800,0.993285,0.021487,0.070321,-5.909456,15.293606,98.212608
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711965,0.164673,-0.661194,0.169739,0.987914,0.015139,0.073739,-5.918510,15.347578,98.074684
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712037,0.164795,-0.661133,0.169556,0.996215,0.028812,0.068368,-5.959992,15.379487,98.017212
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712024,0.165039,-0.661133,0.169373,0.996215,0.025882,0.068856,-5.830660,15.258205,98.065491
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712053,0.165161,-0.661072,0.169373,0.986449,0.016604,0.073251,-5.830927,15.299051,97.958939
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711982,0.165222,-0.661133,0.169373,1.000122,0.026859,0.069344,-5.831168,15.285812,98.029716
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712038,0.165100,-0.661072,0.169495,0.974240,0.009278,0.071298,-5.964718,15.357231,98.060074
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712093,0.164917,-0.661011,0.169678,1.000610,0.024417,0.068856,-5.951579,15.338175,98.004066
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712164,0.164856,-0.660950,0.169678,0.985960,0.013185,0.053229,-5.923088,15.271024,98.053665
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712234,0.164673,-0.660889,0.169800,0.996704,0.022464,0.073739,-5.897446,15.243921,98.098297
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712375,0.164551,-0.660767,0.169800,0.983518,0.008302,0.072274,-5.957701,15.186196,98.305130
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712446,0.164490,-0.660706,0.169800,0.992309,0.017092,0.077158,-6.078598,15.017576,98.307953
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712475,0.164490,-0.660706,0.169678,0.988890,0.011232,0.065438,-6.137405,15.032486,98.143822
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712476,0.164551,-0.660706,0.169617,0.994750,0.017580,0.063973,-6.106997,15.212570,98.029442
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712377,0.164734,-0.660767,0.169617,1.000122,0.019045,0.073739,-6.029631,15.207980,98.009834
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712220,0.164795,-0.660889,0.169739,0.992309,0.006837,0.071786,-5.876668,15.120515,97.992180
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712206,0.164795,-0.660889,0.169800,0.994750,0.021487,0.074228,-5.889001,15.025130,98.126297
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712191,0.164795,-0.660889,0.169861,0.967892,0.013674,0.072274,-5.866768,15.189284,98.163666
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712106,0.164856,-0.660950,0.169922,0.991820,0.023929,0.060554,-5.913424,15.237022,98.097298
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712064,0.164917,-0.661011,0.169800,0.984007,0.014650,0.062019,-5.905415,15.313320,98.204239
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712164,0.165039,-0.660889,0.169739,0.984007,0.014162,0.076670,-6.131540,15.281988,98.100479
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712249,0.165161,-0.660767,0.169739,0.982542,0.010255,0.078623,-6.035053,15.253789,98.173767
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712306,0.165100,-0.660767,0.169556,0.996215,0.014162,0.073739,-6.081548,15.111744,98.206390
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712306,0.165100,-0.660767,0.169556,0.987914,0.022952,0.071786,-6.006726,15.033903,98.219086
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712264,0.165100,-0.660828,0.169495,0.998657,0.013185,0.066903,-6.056054,14.913846,98.330505
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712138,0.165344,-0.660950,0.169312,0.988402,0.024905,0.070321,-5.950448,14.939128,98.447456
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712081,0.165588,-0.660950,0.169312,0.992797,0.015627,0.069344,-5.938737,15.011882,98.436043
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712095,0.165771,-0.660889,0.169312,0.985960,0.023929,0.060066,-5.928196,15.077360,98.342438
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712066,0.165833,-0.660889,0.169373,0.998657,0.006837,0.075204,-5.918710,15.052958,98.341530
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712152,0.165710,-0.660828,0.169373,1.001099,0.022952,0.064461,-5.826839,15.064328,98.374046
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712208,0.165649,-0.660767,0.169434,0.998657,0.019534,0.075204,-5.877489,15.157896,98.403305
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712278,0.165527,-0.660706,0.169495,0.987914,0.032719,0.069344,-5.856406,15.142106,98.362976
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712278,0.165405,-0.660706,0.169617,0.990844,0.018069,0.066414,-5.770766,15.144562,98.193344
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712376,0.165405,-0.660583,0.169678,0.989379,0.010255,0.074228,-5.843689,15.213439,98.140678
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712376,0.165283,-0.660583,0.169800,0.991820,0.026859,0.069344,-5.859320,15.192096,98.209946
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712390,0.165283,-0.660583,0.169739,0.986937,0.014162,0.075204,-5.723388,15.272885,98.305618
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712362,0.165222,-0.660645,0.169678,1.001587,0.020999,0.072274,-5.684383,15.262264,98.341721
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712291,0.165283,-0.660706,0.169678,0.982542,-0.005372,0.061531,-5.649278,15.169371,98.207550
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712276,0.165161,-0.660706,0.169861,0.987914,-0.002442,0.069833,-5.801017,15.052434,98.086792
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712205,0.165161,-0.660767,0.169922,0.979123,0.018557,0.077646,-5.887582,14.813857,98.111450
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712234,0.165100,-0.660767,0.169861,0.991820,0.021975,0.068856,-5.765490,14.799138,98.233635
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712235,0.165283,-0.660767,0.169678,0.977658,0.020022,0.065926,-5.572275,14.869225,98.260269
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712377,0.165466,-0.660583,0.169617,1.009401,0.020022,0.076181,-5.581714,14.848969,98.117577
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712405,0.165588,-0.660522,0.169617,0.982542,0.013185,0.075204,-5.740209,14.964071,98.172485
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712434,0.165527,-0.660522,0.169556,0.993774,0.015139,0.075693,-5.766188,14.967665,98.238571
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712462,0.165466,-0.660522,0.169495,0.986449,0.028324,0.069344,-5.772902,15.120898,98.081383
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712279,0.165405,-0.660767,0.169373,0.994750,0.011720,0.070321,-5.762279,15.158808,97.989906
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712265,0.165466,-0.660767,0.169373,0.996704,0.019534,0.068856,-5.702718,15.192927,97.957588
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712250,0.165649,-0.660706,0.169495,0.989867,0.014650,0.078623,-5.832446,15.256968,97.845161
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712320,0.165527,-0.660645,0.169556,0.988890,0.015627,0.080576,-5.832535,15.331271,98.010643
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712321,0.165283,-0.660706,0.169556,0.991820,0.006837,0.080576,-5.849281,15.381477,98.092911
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712406,0.165283,-0.660645,0.169434,0.981077,0.026370,0.081065,-5.864353,15.393330,98.133621
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712462,0.165222,-0.660583,0.169495,0.988890,0.012697,0.082530,-5.811251,15.253997,98.070259
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712533,0.165100,-0.660522,0.169556,0.988402,0.013674,0.074228,-5.813459,15.211930,98.129898
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712545,0.165039,-0.660461,0.169800,1.003541,-0.005372,0.070809,-5.832113,15.240737,98.250244
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712529,0.164856,-0.660461,0.170044,0.973263,0.008790,0.069833,-5.715569,15.349997,98.225220
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712515,0.164673,-0.660522,0.170044,0.992797,0.017092,0.082530,-5.610679,15.314998,98.286034
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712445,0.164795,-0.660583,0.169983,0.992309,0.015627,0.071786,-5.616277,15.500164,98.340759
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712304,0.164917,-0.660706,0.169983,0.987425,0.012697,0.076670,-5.521317,15.583481,98.390015
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712289,0.164978,-0.660706,0.169983,0.997192,0.020999,0.071786,-5.635851,15.425133,98.384346
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712261,0.165100,-0.660706,0.169983,0.982542,0.010743,0.075693,-5.572266,15.365953,98.295914
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712162,0.165222,-0.660767,0.170044,0.988890,0.001465,0.066903,-5.615039,15.329358,98.266327
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712148,0.165161,-0.660828,0.169922,0.997680,0.006837,0.073251,-5.653536,15.379755,98.206360
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712192,0.165222,-0.660828,0.169678,0.993285,0.020999,0.063484,-5.621515,15.241779,98.169052
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712165,0.165466,-0.660828,0.169556,0.980100,0.017580,0.068856,-5.626030,15.050935,98.235481
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712192,0.165466,-0.660767,0.169678,0.998657,0.011720,0.077646,-5.580094,14.962508,98.345268
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712191,0.165222,-0.660767,0.169922,0.988890,0.010255,0.069344,-5.455418,14.849590,98.227409
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712120,0.165222,-0.660828,0.169983,0.989379,0.010255,0.068856,-5.509876,14.864632,98.337997
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712049,0.165100,-0.660950,0.169922,0.992309,0.009767,0.075204,-5.458889,14.944836,98.337532
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712093,0.165100,-0.660950,0.169739,0.988402,0.014162,0.064461,-5.479666,14.950352,98.270447
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.711994,0.165161,-0.661072,0.169617,0.994262,0.024905,0.069344,-5.498366,14.838650,98.293404
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712052,0.165283,-0.661011,0.169495,0.979612,0.019534,0.068368,-5.531863,14.838119,98.447395
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712194,0.165283,-0.660889,0.169373,0.987914,0.002930,0.068368,-5.378677,14.837640,98.219322
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712180,0.165405,-0.660889,0.169312,0.998169,0.018557,0.065438,-5.424142,14.920543,98.147392
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712209,0.165344,-0.660889,0.169250,0.993774,0.015139,0.077158,-5.665061,14.711822,98.015984
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712238,0.165283,-0.660889,0.169189,0.985472,0.016604,0.062996,-5.598556,14.757306,97.914383
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712210,0.165222,-0.660950,0.169128,0.993285,0.022952,0.067391,-5.572033,14.764909,97.956284
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712181,0.165222,-0.660950,0.169250,0.992797,0.013674,0.073251,-5.614830,14.838418,97.960655
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712181,0.165222,-0.660950,0.169250,0.987914,0.016604,0.069344,-5.503347,14.787910,97.947922
,,,,,,,,,,
